Month,Category,Time most users are viewing,Location with km radius ,Gender,Age,Language,Video Duration,Video quality
1,Toys,9.71,954,Male,29,Amharic,8.58,1080
8,Industrial,6.46,863,Male,23,Tsonga,2.14,1080
7,Toys,14.17,740,Female,17,Montenegrin,19.04,1080
8,Jewelry,10.52,423,Male,20,Oriya,21.69,1080
4,Jewelry,18.06,72,Female,27,Afrikaans,13.25,1080
3,Computers,18.63,254,Male,31,Norwegian,7.08,1080
9,Movies,26.14,310,Female,38,Sotho,13.34,1080
12,Electronics,3.47,588,Male,31,Afrikaans,22.44,1080
12,Toys,7.55,136,Male,26,Latvian,20.37,1080
10,Movies,10.78,610,Female,27,Bengali,26.49,1080
12,Garden,14.96,228,Female,28,Irish Gaelic,22.17,1080
12,Sports,15.01,488,Female,22,Filipino,26.04,1080
6,Baby,1.27,380,Female,33,Albanian,28.92,1080
2,Industrial,10.68,495,Male,26,New Zealand Sign Language,20.34,1080
12,Automotive,8.79,311,Male,37,Hindi,4.35,1080
7,Clothing,21.31,689,Female,16,Gagauz,1.32,1080
9,Industrial,20.84,778,Male,17,Kyrgyz,16.94,1080
10,Jewelry,18.94,49,Female,26,Tok Pisin,6.32,1080
1,Books,27.14,16,Male,16,Punjabi,14.57,1080
3,Tools,25.15,803,Female,32,Dutch,15.34,1080
6,Kids,17.07,389,Polygender,19,Lao,1.37,1080
4,Baby,2.78,642,Male,20,Gujarati,3.68,1080
6,Computers,23.86,776,Male,31,Irish Gaelic,14.98,1080
7,Kids,24.91,310,Male,23,Amharic,15.37,1080
7,Music,29.72,773,Male,32,Montenegrin,24.99,1080
2,Beauty,0.22,404,Male,22,Quechua,7.4,1080
10,Shoes,28.63,976,Male,21,Gujarati,24.05,1080
7,Music,15.94,450,Male,31,Punjabi,6.73,1080
7,Movies,24.08,377,Genderfluid,20,Papiamento,15.48,1080
8,Jewelry,12.24,790,Male,34,Sotho,17.73,1080
6,Sports,15.14,561,Female,30,Burmese,4.48,1080
10,Health,24.71,759,Male,22,Marathi,8.96,1080
3,Kids,9.1,453,Male,21,Malay,11.06,1080
1,Toys,3.06,231,Female,37,Oriya,1.24,1080
5,Toys,10.89,345,Male,26,Greek,0.68,1080
6,Jewelry,26.25,465,Male,18,Hungarian,1.18,1080
10,Shoes,22.93,274,Bigender,30,Azeri,22.75,1080
3,Toys,10.08,947,Female,33,Indonesian,29.9,1080
11,Electronics,6.75,346,Male,19,Tsonga,10.03,1080
1,Movies,27.03,456,Female,30,Latvian,4.02,1080
10,Automotive,23.43,364,Male,33,Nepali,11.89,1080
12,Jewelry,16.11,360,Female,34,Kazakh,13.15,1080
8,Outdoors,26.06,867,Female,24,Northern Sotho,24.45,1080
2,Grocery,22.08,742,Male,27,Finnish,11.71,1080
6,Beauty,12.48,840,Male,34,Somali,26.88,1080
2,Grocery,12.45,452,Bigender,16,New Zealand Sign Language,0.23,1080
6,Garden,5.54,946,Female,29,Aymara,13.57,1080
8,Home,3,408,Male,38,Kannada,10.89,1080
11,Garden,22.92,531,Male,30,Aymara,20.39,1080
1,Shoes,13.38,478,Female,20,Croatian,19.61,1080
1,Games,0.97,702,Female,24,Assamese,25.8,1080
7,Toys,6.12,754,Female,32,Northern Sotho,18.48,1080
11,Books,27.53,997,Female,37,Latvian,12.83,1080
8,Jewelry,29.31,606,Female,23,Portuguese,29.26,1080
8,Clothing,16.33,18,Female,25,Arabic,6.24,1080
1,Grocery,10.48,490,Male,35,Gujarati,26.22,1080
5,Books,11,681,Male,33,Tetum,3.93,1080
9,Games,26.65,305,Male,18,Afrikaans,2.43,1080
4,Industrial,0.93,104,Female,36,Khmer,14.22,1080
4,Kids,23.83,931,Female,33,Japanese,0.81,1080
11,Music,13.45,605,Female,19,Azeri,8,1080
1,Toys,21.62,605,Male,34,Catalan,22.75,1080
11,Kids,17.19,815,Male,31,Hindi,1.32,1080
10,Games,9.89,50,Male,38,Macedonian,19.03,1080
7,Tools,19.58,948,Female,32,Spanish,28.23,1080
6,Jewelry,11.51,803,Female,34,Kyrgyz,5.85,1080
4,Books,17.03,530,Male,28,Lithuanian,21.88,1080
2,Health,0.21,791,Female,37,Lao,2.86,1080
10,Books,28.47,305,Male,33,Bosnian,14.48,1080
4,Toys,29.47,293,Male,19,Tswana,12.03,1080
